user_age,income,employment_status,credit_score,loan_amount,loan_term,existing_debt,loan_to_income_ratio,payment_history,num_of_defaults,savings_balance
50,369069,Self-employed,695,147051,20,170268,0.4613446266145355,Good,2,110720.7
25,308060,Employed,662,767419,15,227089,0.7371583457767967,Average,4,92418.0
53,947529,Self-employed,630,765461,14,229289,0.24198626110652022,Bad,8,284258.7
21,577668,Self-employed,584,30328,19,134661,0.23311140655186025,Bad,7,173300.4
38,346689,Employed,519,639199,11,24560,0.0708415900129511,Bad,9,104006.7
52,35958,Unemployed,313,277011,6,266178,7.402469547805773,Good,2,10787.4
31,196305,Employed,809,61234,16,132241,0.6736506966200555,Average,5,58891.5
41,303438,Employed,813,814283,23,93449,0.3079673607128969,Average,3,91031.4
46,8175,Unemployed,469,819711,16,4239,0.5185321100917432,Average,4,2452.5
45,115777,Self-employed,427,774791,20,4415,0.038133653489034955,Average,4,34733.1
42,14425,Unemployed,457,229135,10,340088,23.57629116117851,Average,3,4327.5
47,622752,Self-employed,552,599690,7,135556,0.217672524536252,Good,2,186825.6
33,471962,Self-employed,435,803881,6,317131,0.6719418088744433,Average,5,141588.6
53,5002,Unemployed,494,340365,9,19225,3.8434626149540185,Bad,9,1500.6
54,604699,Employed,841,877512,15,81459,0.13470999621299193,Average,3,181409.69999999998
55,35160,Unemployed,444,531739,7,193176,5.49419795221843,Bad,6,10548.0
21,600597,Self-employed,798,89178,7,284080,0.4729960356112335,Good,2,180179.1
41,20037,Unemployed,393,960820,9,302756,15.109846783450616,Good,2,6011.099999999999
26,21331,Unemployed,464,982568,15,358677,16.81482349631991,Bad,6,6399.3
48,486247,Self-employed,438,852193,7,384021,0.7897652838989238,Average,4,145874.1
37,39491,Employed,790,238562,17,365413,9.253070319819706,Good,2,11847.3
25,14268,Unemployed,474,303014,12,40952,2.8701990468180543,Good,0,4280.4
51,884725,Self-employed,303,360710,14,322089,0.36405549747096555,Good,1,265417.5
25,819746,Self-employed,346,387893,6,219471,0.26773049212804945,Average,4,245923.8
58,5093,Unemployed,471,125765,8,268524,52.724131160416256,Bad,7,1527.8999999999999
23,272223,Employed,739,389025,22,182370,0.6699286981629032,Bad,9,81666.9
43,21218,Unemployed,479,950377,23,81821,3.8562069940616457,Average,4,6365.4
57,952451,Employed,823,130389,8,148215,0.15561430456789904,Good,0,285735.3
57,511930,Employed,704,715987,13,312888,0.6111929365342919,Average,5,153579.0
30,773804,Employed,572,199227,20,205021,0.26495210673503883,Average,4,232141.19999999998
30,705331,Employed,575,494402,10,163650,0.2320187259598685,Bad,7,211599.3
39,37584,Unemployed,376,813804,8,343406,9.137026394210302,Average,3,11275.199999999999
37,259767,Self-employed,709,792074,13,320475,1.2337017404058253,Average,4,77930.09999999999
41,33261,Self-employed,405,262220,17,93551,2.812633414509486,Good,0,9978.3
34,66260,Self-employed,775,423217,13,326959,4.934485360700272,Good,0,19878.0
29,401562,Self-employed,387,298208,10,72519,0.18059228711880107,Bad,9,120468.59999999999
21,494170,Self-employed,376,752186,23,151250,0.30606876176214665,Good,2,148251.0
33,147412,Self-employed,741,802554,18,93526,0.6344530974411853,Average,4,44223.6
24,38012,Unemployed,365,944324,19,207929,5.470088393139009,Average,5,11403.6
21,656441,Employed,704,70431,7,192269,0.29289608662469285,Average,3,196932.3
52,864705,Self-employed,441,57745,9,110365,0.12763312343515998,Bad,7,259411.5
54,22276,Unemployed,411,52081,22,299510,13.445412102711439,Good,0,6682.8
48,389083,Self-employed,442,990406,18,100830,0.2591477910882768,Average,3,116724.9
51,695527,Self-employed,844,928215,20,238285,0.34259633342774615,Good,0,208658.1
28,508096,Employed,651,218204,18,305055,0.600388509258093,Good,1,152428.8
59,152013,Employed,640,938297,13,346566,2.2798444869846657,Good,0,45603.9
46,893165,Employed,750,403415,19,54619,0.06115219472325942,Good,0,267949.5
54,958646,Self-employed,749,602541,11,285935,0.29826964280871143,Bad,7,287593.8
23,114264,Self-employed,523,300335,18,271445,2.3755951130714834,Bad,8,34279.2
32,701362,Self-employed,563,798643,10,127866,0.18231098918960537,Bad,6,210408.6
21,414755,Employed,502,113086,19,232730,0.5611264481440851,Average,5,124426.5
25,14852,Unemployed,311,458285,12,104623,7.044371128467547,Average,5,4455.599999999999
50,394715,Self-employed,315,976250,6,375968,0.9525049719417807,Average,5,118414.5
50,659669,Self-employed,763,416758,12,37894,0.05744396053172121,Bad,8,197900.69999999998
37,307138,Self-employed,476,426528,5,342762,1.11598695049131,Good,2,92141.4
43,39878,Unemployed,489,440458,21,334138,8.37900596820302,Bad,8,11963.4
35,733042,Self-employed,606,890403,23,42770,0.05834590651013175,Average,4,219912.6
57,6312,Unemployed,329,620071,9,23300,3.691381495564005,Average,4,1893.6
41,393026,Self-employed,631,651969,20,119025,0.3028425600341962,Good,2,117907.8
34,27030,Unemployed,381,614181,11,200307,7.4105438401775805,Bad,9,8109.0
22,239750,Self-employed,809,974892,11,383749,1.600621480709072,Good,1,71925.0
31,629830,Employed,705,501797,22,41285,0.06554943397424702,Bad,7,188949.0
59,549904,Employed,800,160763,22,198627,0.36120304634990835,Average,5,164971.19999999998
58,327789,Employed,698,604248,6,118713,0.3621628547632776,Good,2,98336.7
54,379454,Employed,733,872820,19,164543,0.43363095394962237,Good,0,113836.2
58,538037,Self-employed,363,24601,18,49671,0.09231892973903282,Bad,7,161411.1
54,614933,Employed,748,413236,22,381360,0.6201651236801408,Bad,8,184479.9
38,22323,Unemployed,374,141227,13,283414,12.696053397840792,Bad,7,6696.9
50,618510,Employed,689,726479,18,120870,0.1954212543047,Average,4,185553.0
35,219400,Employed,551,694137,9,128897,0.5874977210574294,Bad,9,65820.0
47,42213,Employed,587,283854,15,246526,5.840049273920356,Average,4,12663.9
54,707290,Self-employed,365,372858,12,235954,0.33360290686988364,Bad,6,212187.0
58,661445,Employed,519,681892,9,335409,0.507085245182895,Bad,8,198433.5
53,37800,Unemployed,371,655015,15,171801,4.545,Average,4,11340.0
44,683080,Employed,545,938105,9,12171,0.01781782514493178,Bad,8,204924.0
35,109944,Employed,812,589515,21,323828,2.9453903805573747,Average,4,32983.2
50,932276,Employed,554,662327,8,50948,0.05464905242653463,Average,5,279682.8
37,17120,Unemployed,307,610577,19,35725,2.0867406542056073,Bad,8,5136.0
25,652863,Employed,745,153094,23,282594,0.4328534470478492,Bad,8,195858.9
49,10295,Unemployed,415,438679,6,389044,37.78960660514813,Good,1,3088.5
24,16580,Unemployed,314,732031,21,85600,5.162846803377564,Bad,6,4974.0
30,581616,Employed,649,794154,16,136513,0.23471328161536134,Good,2,174484.8
37,26605,Unemployed,353,684773,21,112315,4.221574891937606,Bad,9,7981.5
30,180885,Self-employed,591,869482,14,21115,0.11673162506564945,Average,3,54265.5
37,662529,Employed,837,504648,22,100405,0.15154808317824578,Average,5,198758.69999999998
40,888690,Employed,509,760108,23,88404,0.09947675792458563,Good,0,266607.0
44,11766,Unemployed,364,763282,22,218223,18.54691483936767,Bad,8,3529.7999999999997
25,20928,Unemployed,326,481083,17,145687,6.961343654434251,Good,0,6278.4
54,684282,Employed,612,347740,18,146804,0.21453728141321854,Bad,8,205284.6
26,222220,Self-employed,382,855164,20,111670,0.502520025200252,Bad,9,66666.0
22,34047,Unemployed,392,407513,22,43738,1.2846359444297588,Average,5,10214.1
33,6506,Unemployed,410,70323,22,243368,37.40670150630188,Good,0,1951.8
31,872190,Self-employed,375,287960,20,133053,0.15255047638702576,Average,5,261657.0
43,483365,Self-employed,831,566983,21,194953,0.4033246097669463,Average,4,145009.5
36,847060,Employed,630,414918,11,190681,0.2251092012372205,Average,5,254118.0
51,509136,Self-employed,421,420458,16,344810,0.6772453725527168,Good,2,152740.8
31,99672,Employed,666,57841,6,347495,3.486385343928084,Bad,7,29901.6
36,933665,Self-employed,322,392642,14,203957,0.2184477301815962,Bad,7,280099.5
28,31902,Unemployed,443,200784,9,11728,0.3676258541784214,Good,1,9570.6
24,625976,Employed,512,109096,7,368996,0.5894730788400834,Bad,6,187792.8
24,747723,Employed,806,94764,23,347055,0.4641491568401667,Good,1,224316.9
45,627823,Employed,551,448790,17,118616,0.18893223089947325,Good,0,188346.9
23,600152,Self-employed,849,612032,16,219422,0.3656107119529719,Bad,7,180045.6
52,29256,Unemployed,445,816914,7,299358,10.23236259228876,Average,3,8776.8
23,543214,Employed,550,535459,10,190007,0.3497829584657244,Good,1,162964.19999999998
47,811704,Employed,640,627043,18,219153,0.2699912776085864,Good,1,243511.19999999998
49,216023,Employed,810,494148,8,308732,1.429162635460113,Good,2,64806.899999999994
52,792476,Employed,706,634413,17,151025,0.1905735946577562,Good,1,237742.8
39,20659,Unemployed,409,919154,23,331552,16.048792293915486,Bad,8,6197.7
41,801867,Self-employed,716,370226,22,297247,0.37069364370899416,Bad,7,240560.09999999998
25,33067,Unemployed,427,5696,7,71949,2.175855082106027,Good,1,9920.1
38,885656,Employed,509,128310,10,226877,0.25616830914034344,Average,5,265696.8
48,6379,Unemployed,447,939562,20,152228,23.86392851544129,Bad,8,1913.6999999999998
42,662829,Employed,639,677673,7,14423,0.021759760058778357,Average,3,198848.69999999998
41,920133,Self-employed,701,807581,16,301206,0.3273505025903864,Average,5,276039.89999999997
26,974309,Self-employed,791,918496,23,174877,0.17948823217275012,Good,0,292292.7
21,519031,Self-employed,528,841953,23,265131,0.5108191996239145,Bad,7,155709.3
25,764782,Employed,839,47740,8,63979,0.08365651911263602,Good,2,229434.6
32,29843,Unemployed,448,108611,5,300741,10.077438595315485,Good,2,8952.9
46,141984,Self-employed,310,400172,6,84905,0.5979899143565472,Average,4,42595.2
54,248431,Employed,700,470947,17,159940,0.6438004918870833,Average,4,74529.3
34,976301,Employed,805,477828,17,77970,0.07986266530506472,Average,4,292890.3
46,6725,Unemployed,388,775210,6,64805,9.636431226765799,Good,1,2017.5
47,995562,Self-employed,651,330785,23,120779,0.12131740665071587,Good,2,298668.6
29,362464,Employed,513,590099,20,58467,0.1613042950472323,Good,1,108739.2
46,14472,Unemployed,324,447376,16,108732,7.513266998341625,Good,1,4341.599999999999
42,263490,Self-employed,688,708673,5,149079,0.5657861778435614,Good,2,79047.0
50,30192,Unemployed,446,589520,13,364604,12.076179120296768,Good,0,9057.6
37,12446,Unemployed,308,803849,21,208936,16.787401574803148,Good,2,3733.7999999999997
46,952229,Employed,593,682089,14,397605,0.41755187040092245,Good,0,285668.7
56,536289,Employed,643,114492,22,119105,0.2220910740291149,Bad,9,160886.69999999998
21,742992,Employed,513,32099,23,125535,0.168958750565282,Bad,7,222897.6
28,21365,Unemployed,300,755494,11,272602,12.759279194945004,Bad,9,6409.5
55,750217,Employed,685,425177,23,69481,0.09261453686066831,Bad,8,225065.1
35,20704,Unemployed,443,932106,19,75888,3.6653786707882534,Good,1,6211.2
42,34902,Unemployed,389,644762,13,77022,2.2068076328004125,Good,2,10470.6
34,262366,Employed,671,273400,14,173472,0.6611832325834902,Average,3,78709.8
46,255319,Self-employed,569,481336,8,68628,0.2687931567960081,Average,5,76595.7
48,39012,Self-employed,451,769876,10,183929,4.7146775351174,Bad,9,11703.6
43,437750,Self-employed,482,560969,8,168599,0.38514905768132496,Average,4,131325.0
34,16662,Unemployed,382,93328,9,71648,4.300084023526588,Bad,8,4998.599999999999
44,33743,Unemployed,461,744800,13,280081,8.30041786444596,Good,1,10122.9
22,7402,Unemployed,371,984293,16,169744,22.932180491758984,Good,2,2220.6
46,305419,Employed,522,307505,12,243634,0.7977041375945831,Average,3,91625.7
34,19915,Unemployed,441,459719,9,2112,0.10605071554104946,Good,2,5974.5
27,930542,Employed,592,36540,15,311499,0.33475007038908505,Good,2,279162.6
23,64112,Employed,823,159608,15,76561,1.1941758173196906,Bad,8,19233.6
43,7431,Self-employed,645,86700,17,166154,22.359574754407213,Average,5,2229.2999999999997
38,66264,Self-employed,402,982547,18,119181,1.7985784136182543,Good,0,19879.2
58,692318,Self-employed,491,342676,12,61482,0.08880601111050124,Average,4,207695.4
55,949199,Employed,706,713935,22,80098,0.08438483394946687,Good,2,284759.7
35,473148,Employed,693,391770,23,386122,0.8160702359515416,Bad,9,141944.4
45,686763,Employed,651,398087,16,57625,0.08390813133497291,Good,2,206028.9
57,15839,Unemployed,310,48002,16,387503,24.465117747332535,Average,5,4751.7
48,789994,Employed,713,51812,22,334390,0.4232816958103479,Average,3,236998.19999999998
30,145302,Self-employed,596,417842,14,275732,1.897647657981308,Bad,7,43590.6
59,904482,Self-employed,351,717339,11,379054,0.4190840724304077,Good,1,271344.6
37,652207,Employed,527,995561,22,129658,0.1987988476051315,Bad,8,195662.1
59,741232,Employed,516,259906,16,21967,0.029635795540397608,Average,5,222369.6
42,870630,Self-employed,727,110946,18,393297,0.4517383963336894,Bad,7,261189.0
46,160697,Employed,818,68668,19,287400,1.7884590253707289,Good,2,48209.1
45,184428,Self-employed,509,101003,20,190420,1.0324896436549764,Good,2,55328.4
37,22357,Unemployed,471,737430,6,391265,17.50078275260545,Bad,8,6707.099999999999
33,305406,Self-employed,353,222462,22,213044,0.697576341001814,Average,3,91621.8
40,26534,Unemployed,434,831430,16,219423,8.26950327881209,Average,3,7960.2
45,524649,Employed,604,721174,20,190551,0.3631971089242522,Bad,7,157394.69999999998
24,528953,Employed,509,630889,17,343876,0.6501069093095228,Good,0,158685.9
30,8567,Unemployed,338,965111,21,215697,25.177658456869384,Good,0,2570.1
23,511947,Employed,657,271956,22,131145,0.2561690956290397,Good,1,153584.1
38,27257,Unemployed,342,63844,7,396722,14.554866639762263,Good,0,8177.099999999999
56,525054,Employed,712,727453,14,99120,0.18878058256865007,Average,4,157516.19999999998
42,125627,Self-employed,400,397395,5,152781,1.2161478026220478,Good,2,37688.1
54,565607,Employed,831,701158,10,190607,0.3369954756571259,Bad,9,169682.1
28,757451,Self-employed,692,76601,7,307984,0.40660583984970644,Bad,7,227235.3
39,246382,Self-employed,680,927779,23,246512,1.0005276359474313,Bad,9,73914.59999999999
57,21150,Unemployed,490,970078,8,375791,17.76789598108747,Bad,7,6345.0
26,783772,Employed,816,312001,7,192659,0.24581000597112426,Good,1,235131.6
46,8239,Unemployed,343,389699,12,60321,7.321398227940284,Average,5,2471.7
54,460037,Employed,717,496700,12,235855,0.5126870230003239,Good,2,138011.1
26,268389,Self-employed,827,284844,11,44202,0.16469378402244503,Average,5,80516.7
57,947357,Self-employed,765,784215,6,188660,0.1991435118967823,Good,1,284207.1
53,874614,Employed,741,434680,10,135162,0.1545390309325028,Average,4,262384.2
42,783241,Employed,571,175423,20,322375,0.4115910683940192,Bad,7,234972.3
41,13221,Unemployed,402,95330,14,284696,21.533620754859694,Bad,7,3966.2999999999997
26,232646,Employed,787,227391,8,226743,0.9746266860380148,Average,4,69793.8
26,871813,Employed,733,215606,17,212299,0.2435143775098559,Average,4,261543.9
24,176154,Employed,812,409085,14,284805,1.6167955311829423,Average,4,52846.2
50,5364,Unemployed,308,193387,18,173097,32.27013422818792,Bad,9,1609.2
31,494710,Employed,768,243133,13,132642,0.2681207171878474,Bad,9,148413.0
50,353857,Self-employed,430,488904,15,328987,0.9297173717066498,Good,0,106157.09999999999
51,29544,Unemployed,320,416170,22,332422,11.25176008665042,Average,5,8863.199999999999
44,17638,Unemployed,479,688915,15,239350,13.570132668102959,Average,3,5291.4
29,74409,Self-employed,779,327497,21,95328,1.2811353465306616,Average,5,22322.7
23,779008,Self-employed,462,477406,6,394981,0.5070307365264541,Bad,9,233702.4
51,526998,Self-employed,395,440242,7,127355,0.2416612586765035,Average,4,158099.4
57,309301,Employed,787,364916,15,239340,0.7738093313632999,Average,3,92790.3
56,856379,Self-employed,382,180048,22,287342,0.33553134768601284,Bad,7,256913.69999999998
44,887312,Employed,722,355646,7,62201,0.07010048325729845,Average,3,266193.6
51,37885,Unemployed,491,378087,19,336415,8.879899696449781,Good,0,11365.5
26,32213,Unemployed,446,373994,15,213810,6.637382423245274,Bad,7,9663.9
22,62450,Self-employed,681,571383,15,374722,6.00035228182546,Bad,6,18735.0
40,616510,Employed,743,147342,15,211905,0.3437170524403497,Bad,6,184953.0
48,523728,Self-employed,767,688268,23,303508,0.5795145571747167,Good,2,157118.4
31,661225,Self-employed,837,803955,5,378371,0.5722273053801656,Bad,7,198367.5
24,199169,Employed,591,64433,9,101353,0.508879393881578,Bad,9,59750.7
35,240132,Self-employed,372,966572,14,250043,1.0412731331101228,Bad,9,72039.59999999999
26,7015,Unemployed,422,546279,14,169515,24.16464718460442,Bad,7,2104.5
50,729276,Self-employed,485,274919,18,395879,0.5428383766914036,Good,0,218782.8
58,310407,Employed,752,473017,6,171316,0.551907656721659,Average,4,93122.09999999999
22,476476,Employed,798,349139,8,340708,0.715058051192505,Average,5,142942.8
35,30675,Unemployed,350,980754,6,147149,4.797033414832926,Bad,8,9202.5
31,776258,Employed,648,149745,22,189921,0.2446622128209951,Good,1,232877.4
28,949258,Employed,621,649096,17,106447,0.1121370586289502,Bad,9,284777.39999999997
46,12378,Unemployed,323,684416,23,282775,22.844966876716757,Average,4,3713.3999999999996
25,978337,Self-employed,455,139686,9,184724,0.1888142838306228,Average,5,293501.1
26,31999,Unemployed,381,9415,6,296644,9.270414700459389,Good,1,9599.699999999999
46,345459,Self-employed,655,772326,15,322059,0.9322640313322276,Average,3,103637.7
24,35697,Unemployed,456,439100,22,365904,10.250273132195982,Bad,7,10709.1
39,977048,Self-employed,343,936468,10,290041,0.2968544022402175,Good,0,293114.39999999997
40,9218,Unemployed,392,957230,14,179352,19.456715122586246,Average,5,2765.4
53,632395,Self-employed,629,780493,21,102639,0.16230204223626057,Bad,7,189718.5
40,16672,Unemployed,366,301188,15,376993,22.61234404990403,Good,2,5001.599999999999
32,172022,Self-employed,388,714509,23,112118,0.6517654718582507,Bad,7,51606.6
21,34381,Unemployed,325,170616,21,320464,9.32096215933219,Average,3,10314.3
46,972791,Employed,598,51976,8,204664,0.21038845959717967,Bad,7,291837.3
34,73122,Self-employed,445,427468,18,331433,4.532603046962611,Good,2,21936.6
58,23101,Unemployed,300,267976,8,32941,1.4259555863382538,Bad,6,6930.3
57,616516,Self-employed,539,223883,18,231748,0.37589940893666995,Average,4,184954.8
31,610058,Self-employed,802,213509,8,146306,0.2398230987873284,Good,2,183017.4
56,27211,Unemployed,340,498965,10,76172,2.7993091029363124,Good,2,8163.299999999999
33,839212,Self-employed,570,822580,13,4376,0.005214415427806085,Average,4,251763.59999999998
23,20321,Unemployed,402,980744,16,293927,14.46419959647655,Bad,8,6096.3
53,412601,Employed,601,765529,12,306169,0.7420461899025935,Bad,6,123780.29999999999
26,264405,Self-employed,468,520823,8,17447,0.065985892853766,Average,4,79321.5
30,612994,Employed,785,221526,9,217937,0.3555287653712761,Good,0,183898.19999999998
25,931980,Self-employed,498,900662,10,17713,0.01900577265606558,Average,5,279594.0
43,253018,Self-employed,586,349220,9,392013,1.5493482677121786,Good,2,75905.4
30,723515,Self-employed,771,996620,23,268002,0.3704166465104386,Good,2,217054.5
22,35177,Unemployed,322,972963,12,183187,5.207578815703442,Bad,6,10553.1
33,545631,Employed,608,826834,13,60834,0.11149293203648619,Average,5,163689.3
22,349359,Self-employed,305,715087,19,83060,0.2377497073211224,Good,1,104807.7
40,22064,Unemployed,399,40578,8,243995,11.058511602610587,Bad,9,6619.2
21,320594,Self-employed,624,616741,13,398755,1.243800570191582,Average,4,96178.2
57,31867,Unemployed,370,417534,11,367042,11.51793391282518,Average,5,9560.1
29,628578,Self-employed,346,864147,12,365351,0.5812341507338787,Good,1,188573.4
37,161832,Employed,578,210859,19,399580,2.4691037619259477,Good,0,48549.6
29,402333,Employed,512,113435,23,198057,0.49227132748245855,Good,0,120699.9
31,939794,Self-employed,679,742389,19,87366,0.09296292591780753,Average,5,281938.2
35,5364,Unemployed,389,153538,9,153150,28.55145413870246,Good,1,1609.2
44,286941,Self-employed,520,884174,23,264013,0.9200950718091873,Average,4,86082.3
58,21105,Unemployed,303,47475,11,325768,15.435583984837717,Bad,9,6331.5
55,608760,Self-employed,345,848574,10,172147,0.28278303436493857,Average,5,182628.0
50,20863,Unemployed,317,742520,23,94676,4.537985908066913,Good,0,6258.9
51,291674,Employed,707,159636,21,4659,0.0159733126709957,Average,5,87502.2
25,625448,Self-employed,423,155484,14,370032,0.5916271216791804,Good,1,187634.4
34,115001,Employed,828,95526,23,59185,0.5146476987156633,Bad,7,34500.299999999996
31,705002,Employed,530,53001,15,118136,0.16756831895512353,Good,2,211500.6
29,756259,Self-employed,359,846081,19,175823,0.2324904563119249,Good,0,226877.69999999998
54,12928,Self-employed,741,194029,14,325902,25.209003712871286,Good,0,3878.3999999999996
32,18528,Unemployed,442,430733,15,216945,11.709034974093264,Good,2,5558.4
55,18313,Unemployed,323,670516,7,137203,7.492109430459236,Good,1,5493.9
55,80893,Employed,819,942568,7,133430,1.649462870705747,Good,0,24267.899999999998
21,20343,Unemployed,498,551999,22,92150,4.529813695128546,Bad,8,6102.9
42,12523,Unemployed,413,556394,15,214379,17.118821368681626,Bad,7,3756.8999999999996
49,426655,Self-employed,464,853890,22,280360,0.6571117178985363,Average,3,127996.5
28,18285,Unemployed,390,936093,19,304353,16.64495488105004,Good,0,5485.5
31,576982,Employed,706,484488,11,306131,0.5305728774901124,Average,5,173094.6
57,27391,Unemployed,303,394573,14,109024,3.980285495235661,Bad,7,8217.3
34,563660,Employed,748,219583,14,43320,0.07685484157115992,Bad,6,169098.0
50,150152,Self-employed,605,365898,17,274445,1.827781181735841,Good,2,45045.6
55,924829,Employed,573,140286,19,207123,0.22395815875150973,Good,0,277448.7
41,13378,Unemployed,361,229189,22,224410,16.77455523994618,Average,4,4013.3999999999996
57,540888,Self-employed,539,128479,8,127560,0.235834405644052,Bad,9,162266.4
25,23964,Unemployed,440,422343,21,264035,11.017985311300285,Average,3,7189.2
39,110736,Self-employed,438,138213,7,313601,2.8319697298078315,Average,4,33220.799999999996
34,417106,Self-employed,369,555172,6,114389,0.2742444366659794,Average,3,125131.79999999999
46,9725,Unemployed,497,266852,8,284076,29.210899742930593,Good,0,2917.5
24,25684,Unemployed,355,806807,5,267336,10.40865908736957,Bad,8,7705.2
45,640861,Self-employed,730,541376,19,279272,0.4357762447707069,Average,3,192258.3
45,590593,Self-employed,624,321759,5,23836,0.040359435347184947,Bad,7,177177.9
38,18091,Unemployed,331,374282,10,287981,15.918467746393235,Bad,8,5427.3
28,984593,Employed,563,702406,11,118028,0.11987491278122026,Average,4,295377.89999999997
59,5559,Unemployed,380,274158,23,379625,68.29016010073754,Average,4,1667.7
34,806693,Self-employed,359,721785,16,388320,0.4813727155187909,Good,2,242007.9
52,37140,Unemployed,300,398489,5,126172,3.3971997845988153,Bad,9,11142.0
58,743280,Employed,738,704495,11,285922,0.3846760305672156,Average,4,222984.0
53,37544,Unemployed,337,366986,23,44130,1.1754208395482633,Average,3,11263.199999999999
43,703392,Self-employed,709,950385,17,279852,0.3978606523816023,Bad,9,211017.6
35,36707,Unemployed,460,492238,16,370625,10.09684801264064,Average,5,11012.1
53,658668,Self-employed,682,80077,16,156304,0.23730316335392035,Bad,6,197600.4
45,563888,Self-employed,457,141784,17,189338,0.33577235195641686,Average,3,169166.4
37,28984,Unemployed,347,207776,18,5782,0.19948937344741927,Bad,9,8695.199999999999
53,262351,Self-employed,732,317018,16,158387,0.6037217315733502,Average,4,78705.3
22,790838,Self-employed,355,71087,16,273196,0.3454512807932851,Average,4,237251.4
34,798576,Employed,767,800729,10,282665,0.35396130111598645,Good,0,239572.8
59,912756,Employed,715,766629,14,201506,0.22076655754659516,Bad,9,273826.8
26,515375,Employed,588,815560,13,214827,0.4168362842590347,Good,2,154612.5
26,217840,Employed,780,594656,6,332834,1.5278828497980168,Average,3,65352.0
23,857224,Self-employed,789,745859,11,36546,0.04263296407940048,Bad,6,257167.19999999998
27,23066,Unemployed,359,343102,13,211417,9.165741784444638,Bad,7,6919.8
28,758642,Self-employed,712,297064,16,158044,0.2083248752375956,Average,4,227592.6
35,697657,Self-employed,301,253514,9,105713,0.15152574975955233,Average,3,209297.1
49,459472,Self-employed,444,930660,5,256628,0.5585280495873525,Average,3,137841.6
53,19267,Unemployed,409,144180,19,103617,5.377951938547776,Average,4,5780.099999999999
50,231123,Employed,560,951349,12,23030,0.09964391254872947,Bad,6,69336.9
59,246424,Self-employed,743,922304,5,217713,0.88348943284745,Good,1,73927.2
47,663323,Self-employed,733,786192,22,90831,0.13693328891053078,Bad,6,198996.9
56,174938,Employed,556,437928,17,78400,0.4481587762521579,Bad,8,52481.4
49,168377,Self-employed,477,922114,5,281199,1.6700558864928108,Bad,8,50513.1
58,37813,Unemployed,469,603891,9,219580,5.8069975934202525,Bad,9,11343.9
53,983190,Self-employed,716,35872,22,75861,0.07715802642419065,Average,3,294957.0
57,255703,Self-employed,438,274872,20,384328,1.5030249938405102,Good,1,76710.9
47,177702,Employed,647,359246,14,379668,2.136543201539656,Bad,6,53310.6
53,210591,Self-employed,673,490535,8,379970,1.8043031278639639,Bad,6,63177.299999999996
24,593879,Self-employed,364,386193,5,299919,0.5050170152505814,Good,1,178163.69999999998
42,16351,Unemployed,444,809015,12,349053,21.34750168185432,Average,3,4905.3
22,158381,Employed,588,87774,9,299397,1.890359323403691,Bad,7,47514.299999999996
30,387851,Employed,560,926767,6,218789,0.5641058035173301,Average,3,116355.3
25,21142,Unemployed,393,390518,21,257072,12.159303755557657,Bad,9,6342.599999999999
30,754362,Self-employed,838,200522,11,52884,0.07010427354506192,Bad,7,226308.6
53,697861,Employed,573,222357,21,77497,0.11104933503949926,Good,0,209358.3
58,949612,Employed,685,414672,10,280849,0.29575131738015104,Good,2,284883.6
33,41382,Self-employed,518,879550,19,176748,4.271132376395534,Average,4,12414.6
51,867219,Self-employed,714,67942,9,233730,0.2695166964745929,Bad,9,260165.69999999998
56,699727,Employed,659,539977,19,354784,0.5070320282052858,Average,5,209918.1
44,231280,Self-employed,536,952438,22,211117,0.9128199584918714,Good,1,69384.0
35,435218,Employed,680,559564,22,8101,0.018613660280595013,Good,1,130565.4
49,615108,Self-employed,640,511565,10,325639,0.5294013409027358,Good,1,184532.4
28,739665,Self-employed,379,524552,6,398959,0.5393779616447987,Good,1,221899.5
25,34318,Unemployed,303,628256,21,9951,0.2899644501427822,Good,0,10295.4
49,819042,Self-employed,772,415089,8,139086,0.16981546733867128,Average,3,245712.59999999998
24,12838,Unemployed,411,801482,16,37180,2.896089733603365,Average,4,3851.3999999999996
32,213851,Self-employed,591,592504,23,320121,1.4969347816937961,Good,0,64155.299999999996
22,484581,Employed,809,741804,6,248117,0.5120237896244384,Bad,7,145374.3
47,863142,Employed,516,348184,6,191606,0.22198664877853239,Bad,7,258942.59999999998
51,542068,Self-employed,630,547932,18,64209,0.11845192854033074,Bad,9,162620.4
56,847653,Self-employed,785,64021,19,250241,0.295216320829396,Bad,9,254295.9
56,381637,Employed,616,694485,6,173980,0.45587822983620563,Bad,9,114491.09999999999
46,432562,Self-employed,414,462115,8,371719,0.8593427069414327,Good,2,129768.59999999999
47,31148,Unemployed,345,44291,23,314062,10.082894567869527,Average,4,9344.4
25,17931,Unemployed,379,430276,13,139235,7.765043778930344,Good,1,5379.3
40,29532,Unemployed,453,396754,11,134542,4.555803873764052,Bad,6,8859.6
31,25344,Unemployed,446,955680,17,151348,5.971748737373737,Bad,7,7603.2
30,25601,Unemployed,380,305664,16,121014,4.726924729502754,Average,4,7680.299999999999
58,941620,Self-employed,674,27675,7,168953,0.17942800705167689,Good,2,282486.0
26,516545,Self-employed,362,675647,17,342094,0.6622733740525995,Average,3,154963.5
28,23880,Unemployed,471,264318,19,8749,0.36637353433835845,Bad,6,7164.0
43,364267,Self-employed,726,94268,18,287326,0.7887785607809656,Bad,8,109280.09999999999
